 Count  Overhead File                    Line Function
     1         0 @OracleD/src/Simulation.jl   88 Main.OracleD.Simulation(config::O…
     1         0 @Base/coreio.jl           3 print(x::String)
     1         0 @Base/strings/io.jl     248 print(io::Base.TTY, s::String)
     1         0 @Base/stream.jl        1154 unsafe_write(s::Base.TTY, p::Ptr{…
     1         0 @Base/stream.jl        1069 uv_write(s::Base.TTY, p::Ptr{UInt…
     1         0 @Base/stream.jl        1114 uv_write_async(s::Base.TTY, p::Pt…
     1         0 @juliasrc/jl_uv.c       683 jl_uv_write
     1         0 …buv/src/unix/stream.c 1405 uv_write
     1         0 …buv/src/unix/stream.c 1380 uv_write2
     1         0 …buv/src/unix/stream.c  861 uv__write
     1         0 …buv/src/unix/stream.c  812 uv__try_write
     1         0 …buv/src/unix/stream.c  664 uv__writev
     1         0 /lib64/libc.so.6          ? __write
     1         0 @Base/strings/basic.jl  512 prevind
     1         1 @Base/int.jl              ? prevind(s::String, i::Int64, n::I…
     1         0 @juliasrc/gc-stock.c   3487 ijl_gc_collect
     1         0 @juliasrc/safepoint.c   227 jl_safepoint_end_gc
     1         0 @juliasrc/safepoint.c    72 jl_safepoint_disable
     1         0 @juliasrc/safepoint.c    87 jl_safepoint_disable
     1         0 @Base/strings/util.jl   732 iterate
     1         0 @Base/strings/search.jl   55 findnext(pred::Base.Fix2{typeof(i…
     1         1 @Base/strings/search.jl   93 _search
     1         0 @Base/strings/substring.jl   49 SubString
     1         0 @Base/strings/substring.jl   35 SubString{String}(s::String, i::I…
     1         0 @Base/strings/string.jl  554 isvalid
     1         0 @Base/strings/string.jl  170 thisind
     1         1 @Base/strings/string.jl  179 _thisind_str
     2         0 @juliasrc/gc-stock.c   1190 gc_sweep_prescan
     2         0 @OracleD/src/Time.jl    107 advance!(simulation_time::Main.Or…
     2         0 @OracleD/src/Utils.jl    67 pystr
     2         1 @Dates/src/io.jl        679 format
     2         0 @juliasrc/julia_threads.h  342 maybe_collect
     2         2 @juliasrc/julia_threads.h  349 jl_gc_state_set
     2         2 @juliasrc/gc-stock.h    192 pop_lf_back
     2         0 @juliasrc/gc-stock.c   2321 gc_mark_outrefs
     2         0 @juliasrc/gc-stock.c    765 jl_gc_small_alloc_inner
     2         0 @Base/intfuncs.jl       990 string
     2         0 @Base/intfuncs.jl      1000 string(n::Int64; base::Int64, pad…
     2         0 @Base/intfuncs.jl       918 dec(x::UInt64, pad::Int64, neg::B…
     2         2 /lib64/libc.so.6          ? __mprotect
     2         0 @juliasrc/genericmemory.c   47 jl_alloc_genericmemory_unchecked
     2         2 @juliasrc/support/arraylist.c  138 small_arraylist_push
     2         0 @juliasrc/gc-stock.c   2514 gc_mark_loop_serial_
     2         0 @juliasrc/gc-stock.c   1616 gc_ptr_queue_pop
     2         2 @juliasrc/work-stealing-queue.h   79 ws_queue_pop
     2         2 @juliasrc/gc-stock.c   2242 gc_mark_outrefs
     2         0 @juliasrc/gc-stock.c   1686 gc_try_claim_and_push
     2         0 @juliasrc/gc-stock.c   1606 gc_ptr_queue_push
     2         2 @juliasrc/work-stealing-queue.h   58 ws_queue_push
     2         2 @juliasrc/gc-stock.c   1699 gc_mark_obj8
     2         2 @juliasrc/gc-stock.c   1698 gc_mark_obj8
     2         2 @juliasrc/staticdata.c 2337 gc_sweep_sysimg
     2         0 /lib64/libc.so.6          ? __syscall_cancel
     2         2 /lib64/libc.so.6          ? __syscall_cancel_arch_end
     2         0 @Base/strings/io.jl     248 print
     2         2 @Base/iobuffer.jl       822 unsafe_write(to::IOBuffer, p::Ptr…
     2         0 @juliasrc/datatype.c   1842 ijl_get_nth_field
     2         2 @juliasrc/datatype.c   1531 ijl_box_int64
     2         0 @Base/strings/util.jl   737 iterate
     2         2 @Base/strings/util.jl   731 iterate
     3         0 @juliasrc/gc-stock.c   1393 gc_sweep_pool
     3         0 @juliasrc/gc-stock.c   1211 gc_sweep_wake_all_pages
     3         0 @Base/array.jl         1130 _growend!
     3         0 @OracleD/src/Simulation.jl  366 start!(simulation::Main.OracleD.S…
     3         1 @Base/iobuffer.jl       106 _new_generic_iobuffer
     3         3 @juliasrc/gc-stock.h    332 gc_page_data
     3         0 @Base/strings/io.jl      35 print(io::IOBuffer, x::Int64)
     3         0 @Base/show.jl          1285 show
     3         3 /lib64/libc.so.6          ? unlink_chunk.isra.0
     3         0 @Base/strings/io.jl     147 print_to_string(::String, ::Int64)
     3         0 @juliasrc/datatype.c   1858 ijl_get_nth_field_checked
     3         3 @juliasrc/gc-stock.c    240 gc_try_setmark_tag
     3         1 @juliasrc/gc-stock.c   2352 gc_mark_outrefs
     3         0 @juliasrc/gc-stock.c   2446 gc_mark_outrefs
     3         3 @juliasrc/julia.h      1515 jl_is_layout_opaque
     3         0 @juliasrc/gc-stock.c   2267 gc_mark_outrefs
     3         0 @juliasrc/gc-stock.c   1270 gc_sweep_pool_parallel
     3         3 @juliasrc/gc-stock.h    177 try_pop_lf_back
     3         0 @Base/strings/io.jl     152 print_to_string(::String, ::Int64)
     3         1 @Base/array.jl          739 _collect(cont::UnitRange{Int64}, …
     4         1 @juliasrc/gc-stock.c    739 jl_gc_small_alloc_inner
     4         0 @Base/strings/string.jl  109 _string_n
     4         0 @juliasrc/array.c       300 ijl_alloc_string
     4         0 @Base/strings/io.jl     246 write
     4         1 @juliasrc/julia.h      1523 jl_datatype_layout
     4         0 @juliasrc/gc-stock.c   2530 gc_drain_own_chunkqueue
     4         0 @juliasrc/gc-stock.c   2016 gc_mark_chunk
     4         0 @juliasrc/gc-stock.c   2531 gc_drain_own_chunkqueue
     4         1 @Base/array.jl          741 _collect(cont::UnitRange{Int64}, …
     5         5 @Base/int.jl             87 +
     5         5 @juliasrc/julia_internal.h  352 memmove_refs
     5         2 /lib64/libc.so.6          ? sysmalloc
     5         0 @juliasrc/gc-stock.c   1321 gc_free_pages
     5         0 @juliasrc/gc-pages.c    199 jl_gc_free_page
     5         5 /lib64/libc.so.6          ? __madvise
     5         0 @Base/iobuffer.jl       167 StringMemory
     5         0 @juliasrc/gc-stock.c    316 gc_setmark
     6         0 @juliasrc/gc-stock.c   1453 gc_sweep_pool
     6         0 @Base/strings/io.jl     149 print_to_string(::String, ::Int64)
     6         0 @Base/iobuffer.jl       245 GenericIOBuffer
     6         0 @Base/iobuffer.jl       266 #IOBuffer#390
     6         0 @Base/strings/io.jl     151 print_to_string(::String, ::Int64)
     6         0 @Base/tuple.jl           74 iterate
     6         0 @Base/tuple.jl           33 getindex
     6         6 @juliasrc/staticdata.c 2347 gc_sweep_sysimg
     7         0 @OracleD/src/Simulation.jl  327 start!(simulation::Main.OracleD.S…
     7         0 @OracleD/src/JobScheduler.jl  106 update!(scheduler::Main.OracleD.J…
     7         0 @juliasrc/gc-stock.c   2373 gc_mark_outrefs
     7         0 @Base/array.jl          738 _collect(cont::UnitRange{Int64}, …
     7         0 @Base/array.jl          660 _similar_for
     7         0 @Base/abstractarray.jl  824 similar
     7         0 @Base/abstractarray.jl  832 similar
     7         0 @Base/boot.jl           660 Array
     7         0 @Base/boot.jl           648 Array
     8         8 @Base/essentials.jl      11 length
     8         8 @juliasrc/gc-stock.c   1423 gc_sweep_pool
     8         0 @OracleD/src/WorkerNode.jl  355 update!(worker_node::Main.OracleD…
     9         0 /lib64/libc.so.6          ? systrim.constprop.0
     9         9 @juliasrc/gc-stock.c   1700 gc_mark_obj8
     9         0 @juliasrc/gc-stock.c   3189 _jl_gc_collect
     9         0 @juliasrc/gc-stock.c   1467 gc_sweep_perm_alloc
    10         0 @Base/array.jl         1293 _push!
    10        10 @Base/array.jl         1010 __safe_setindex!
    10         0 @OracleD/src/Cluster.jl  211 update!(cluster::Main.OracleD.Clu…
    10         0 @juliasrc/gc-stock.c    666 sweep_malloced_memory
    10         0 @juliasrc/gc-stock.c    641 jl_gc_free_memory
    10         0 /lib64/libc.so.6          ? _int_free_chunk
    10         4 @juliasrc/gc-stock.c   1685 gc_try_claim_and_push
    10        10 @juliasrc/gc-stock.c    292 gc_setmark_pool_
    11         0 @juliasrc/gc-stock.c   3184 _jl_gc_collect
    11         0 @juliasrc/gc-stock.c    991 gc_sweep_other
    12        12 @Base/array.jl         1128 _growend!
    12         0 @Base/operators.jl      448 <=
    12        12 @Base/bool.jl            41 |
    12         0 @juliasrc/gc-stock.c    776 ijl_gc_small_alloc
    12         0 /lib64/libc.so.6          ? __default_morecore
    12         0 /lib64/libc.so.6          ? sbrk
    12        12 /lib64/libc.so.6          ? brk
    12         0 @juliasrc/gc-stock.c   1705 gc_mark_obj8
    13         1 @OracleD/src/WorkerNode.jl  346 update!(worker_node::Main.OracleD…
    13        13 @juliasrc/julia_internal.h  353 memmove_refs
    13         0 @OracleD/src/JobScheduler.jl   62 Main.OracleD.JobScheduler(simulat…
    14        14 @juliasrc/gc-stock.c    291 gc_setmark_pool_
    14        14 @juliasrc/gc-stock.c   2240 gc_mark_outrefs
    14         0 @juliasrc/gc-stock.c   2448 gc_mark_outrefs
    14         0 @juliasrc/gc-stock.c    316 gc_setmark
    14         0 @OracleD/src/Simulation.jl  107 Main.OracleD.Simulation(config::O…
    14         0 @OracleD/src/Simulation.jl   72 Main.OracleD.Simulation(config::O…
    14         0 @OracleD/src/Simulation.jl  158 _load_carbon_intensity_data(path:…
    14         0 @Base/strings/util.jl   897 split
    14         0 @Base/strings/util.jl   899 #split#428
    14         0 @Base/array.jl          728 collect
    18         0 @Base/array.jl         1152 (::Base.var"#_growend!##0#_growen…
    18         0 @Base/genericmemory.jl  129 unsafe_copyto!
    18         0 @juliasrc/genericmemory.c  267 jl_genericmemory_copyto
    19         0 @OracleD/src/VOJobFactory.jl  194 create_job!
    19         0 @Base/strings/io.jl     193 string
    19        19 @juliasrc/gc-stock.c    913 gc_sweep_page
    20         0 @OracleD/src/Cluster.jl  199 update!(cluster::Main.OracleD.Clu…
    22         0 @juliasrc/gc-stock.c   1275 gc_sweep_pool_parallel
    24         1 @juliasrc/gc-stock.c    983 gc_sweep_pool_page
    25         0 @OracleD/src/Cluster.jl  189 update!(cluster::Main.OracleD.Clu…
    25         0 @juliasrc/gc-stock.c   1394 gc_sweep_pool
    26         0 @juliasrc/gc-stock.c    309 gc_setmark_pool
    30         0 @OracleD/diagnostics.jl  328 profiled_run
    30         0 @OracleD/diagnostics.jl  159 build_mini_simulation
    31        24 /lib64/libc.so.6          ? _int_malloc
    32         0 @juliasrc/genericmemory.c   38 jl_alloc_genericmemory_unchecked
    32         0 @juliasrc/gc-stock.c   3834 ijl_gc_managed_malloc
    32         0 @juliasrc/gc-common.h   112 jl_malloc_aligned
    32         0 /lib64/libc.so.6          ? posix_memalign
    32         0 /lib64/libc.so.6          ? _mid_memalign
    32         0 /lib64/libc.so.6          ? _int_memalign
    34         0 @OracleD/src/WorkerNode.jl  182 get_memory_available
    34        34 @Base/float.jl          496 -
    36         0 @juliasrc/gc-stock.c   2273 gc_mark_outrefs
    38         0 @juliasrc/gc-stock.c   1837 gc_mark_objarray
    39         0 @juliasrc/gc-stock.c   2412 gc_mark_outrefs
    39        39 @juliasrc/gc-stock.c   1684 gc_try_claim_and_push
    40        40 @juliasrc/gc-stock.c   1806 gc_mark_objarray
    42         0 @juliasrc/gc-stock.c   3187 _jl_gc_collect
    57        57 @Base/float.jl          623 <
    87        87 @juliasrc/gc-stock.c   1704 gc_mark_obj8
   111       111 /lib64/libc.so.6          ? __memset_avx512_unaligned_erms
   114         0 @juliasrc/gc-stock.c   2463 gc_mark_outrefs
   117       117 @Base/Base_compiler.jl   54 getproperty
   121       121 @Base/essentials.jl     920 getindex
   187       187 @Base/int.jl            519 <
   206         0 @OracleD/src/WorkerNode.jl  193 can_schedule_job
   244         0 @juliasrc/gc-stock.c   2542 gc_mark_loop_serial
   245         0 @juliasrc/gc-stock.c   2519 gc_mark_loop_serial_
   252         0 @juliasrc/gc-stock.c   3074 _jl_gc_collect
   252         0 @juliasrc/gc-stock.c   2730 gc_mark_loop
   310         0 @OracleD/src/Cluster.jl  205 update!(cluster::Main.OracleD.Clu…
   312         0 @juliasrc/genericmemory.c   41 jl_alloc_genericmemory_unchecked
   314         0 @juliasrc/gc-stock.c    799 jl_gc_alloc_
   314         0 @juliasrc/gc-stock.c    785 jl_gc_small_alloc_noinline
   314         0 @juliasrc/gc-stock.c   3475 ijl_gc_collect
   316         0 @juliasrc/gc-stock.c    351 maybe_collect
   318         0 @OracleD/src/WorkerNode.jl  175 get_free_core_count
   319         0 @juliasrc/gc-stock.c    727 jl_gc_small_alloc_inner
   320       320 @Base/int.jl             86 -
   343        22 @Base/array.jl          901 iterate
   347       347 @Base/essentials.jl       ? update!(cluster::Main.OracleD.Clu…
   457         0 @Base/array.jl         1148 (::Base.var"#_growend!##0#_growen…
   457         0 @Base/array.jl         1067 array_new_memory
   457         0 @Base/boot.jl           588 GenericMemory
   475         0 @Base/array.jl         1131 _growend!
   492         0 @Base/array.jl         1292 _push!
   493         0 @OracleD/src/Cluster.jl  209 update!(cluster::Main.OracleD.Clu…
   502         0 @Base/array.jl         1289 push!
   876       876 @Base/int.jl             83 <
   930         0 @Base/operators.jl      425 >
  1200         9 @OracleD/src/WorkerNode.jl  192 can_schedule_job
  1446        40 @OracleD/src/Cluster.jl  200 update!(cluster::Main.OracleD.Clu…
  2657         0 @OracleD/src/Simulation.jl  330 start!(simulation::Main.OracleD.S…
  2667         0 @OracleD/diagnostics.jl  329 profiled_run
  2667         0 @OracleD/diagnostics.jl  172 run_mini_simulation
  2697         0 …ysdeps/x86_64/start.S  123 [unknown function]
  2697         0 /lib64/libc.so.6          ? __libc_start_main
  2697         0 /lib64/libc.so.6          ? __libc_start_call_main
  2697         0 …t-12/cli/loader_exe.c   58 main
  2697         0 @juliasrc/jlapi.c      1139 jl_repl_entrypoint
  2697         0 @juliasrc/jlapi.c       971 true_main
  2697         0 @julialib/julia/sys.so    ? jfptr__start_63319.1
  2697         0 @Base/client.jl         550 _start()
  2697         0 @Base/client.jl         317 exec_options(opts::Base.JLOptions)
  2697         0 @Base/Base.jl           306 include(mod::Module, _path::Strin…
  2697         0 @Base/loading.jl       2934 _include(mapexpr::Function, mod::…
  2697         0 @Base/loading.jl       2874 include_string(mapexpr::typeof(id…
  2697         0 @Base/boot.jl           489 eval(m::Module, e::Any)
  2697         0 @juliasrc/toplevel.c   1092 ijl_toplevel_eval_in
  2697         0 @juliasrc/toplevel.c   1047 ijl_toplevel_eval
  2697         0 @juliasrc/toplevel.c    975 jl_toplevel_eval_flex
  2697         0 @juliasrc/toplevel.c   1035 jl_toplevel_eval_flex
  2697         0 @juliasrc/interpreter.c  898 jl_interpret_toplevel_thunk
  2697         0 @juliasrc/interpreter.c  707 eval_body
  2697         0 @juliasrc/interpreter.c  194 eval_stmt_value
  2697         0 @juliasrc/interpreter.c  243 eval_value
  2697         0 @juliasrc/interpreter.c  123 do_call
  2697         0 [any unknown stackframes]
  2697         0 @OracleD/diagnostics.jl  508 main()
  2697         0 @OracleD/diagnostics.jl  338 phase2_profiling()
  2697         0 @Profile/src/Profile.jl   60 macro expansion
  2698         0 @juliasrc/task.c       1252 start_task
  2698         0 @julialib/julia/sys.so    ? jfptr_YY.start_profile_listenerYY…
  2698         0 @Base/Base.jl           352 (::Base.var"#start_profile_listen…
  2698         0 @Base/Base.jl           332 profile_printing_listener(cond::B…
  2698         0 @Base/asyncevent.jl     185 _trywait(t::Base.AsyncCondition)
  2698         0 @Base/condition.jl      136 wait
  2698         0 @Base/condition.jl      141 wait(c::Base.GenericCondition{Bas…
  2698         0 @Base/task.jl          1228 wait()
  2698         0 @Base/task.jl          1216 poptask(W::Base.IntrusiveLinkedLi…
  2698         0 @juliasrc/scheduler.c   523 ijl_task_get_next
  2698         0 …buv/src/unix/thread.c  822 uv_cond_wait
  2698         0 /lib64/libc.so.6          ? pthread_cond_wait
  2698         0 /lib64/libc.so.6          ? __GI___futex_abstimed_wait_cancel…
  2698      2697 /lib64/libc.so.6          ? __syscall_cancel_arch_start
  2700         0 /lib64/libc.so.6          ? __internal_syscall_cancel
  5395         0 @juliasrc/julia.h      2391 jl_apply
Total snapshots: 5395. Utilization: 50% across all threads and tasks. Use the `groupby` kwarg to break down by thread and/or task.
